"REF_DATE","GEO","DGUID","Culture, recreation and sports facilities","Overall physical condition of assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Poor","Percentage","242","units","0","v1234816873","4.30.2","6.7","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Fair","Percentage","242","units","0","v1234816871","4.30.3","38.1","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Good","Percentage","242","units","0","v1234816872","4.30.4","25.1","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Very good","Percentage","242","units","0","v1234816874","4.30.5","13.5","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Physical condition unknown","Percentage","242","units","0","v1234816870","4.30.6","13.4","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Very poor","Percentage","242","units","0","v1234816899","4.31.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Poor","Percentage","242","units","0","v1234816897","4.31.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Fair","Percentage","242","units","0","v1234816895","4.31.3","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Good","Percentage","242","units","0","v1234816896","4.31.4","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Very good","Percentage","242","units","0","v1234816898","4.31.5","25.0","D","","","1"
"2020","Nova Scotia","2016A000212","Indoor racquet courts","Physical condition unknown","Percentage","242","units","0","v1234816894","4.31.6","75.0","D","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Very poor","Percentage","242","units","0","v1234816929","4.32.1","8.9","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Poor","Percentage","242","units","0","v1234816927","4.32.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Fair","Percentage","242","units","0","v1234816925","4.32.3","22.9","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Good","Percentage","242","units","0","v1234816926","4.32.4","8.9","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Very good","Percentage","242","units","0","v1234816928","4.32.5","59.4","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor walking/jogging tracks","Physical condition unknown","Percentage","242","units","0","v1234816924","4.32.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Very poor","Percentage","242","units","0","v1234816869","4.33.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Poor","Percentage","242","units","0","v1234816867","4.33.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Fair","Percentage","242","units","0","v1234816865","4.33.3","21.4","B","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Good","Percentage","242","units","0","v1234816866","4.33.4","7.2","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Very good","Percentage","242","units","0","v1234816868","4.33.5","42.8","C","","","1"
"2020","Nova Scotia","2016A000212","Indoor fitness areas","Physical condition unknown","Percentage","242","units","0","v1234816864","4.33.6","28.6","C","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Very poor","Percentage","242","units","0","v1001730489","4.24.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Poor","Percentage","242","units","0","v1001730502","4.24.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Fair","Percentage","242","units","0","v1001730515","4.24.3","100.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Good","Percentage","242","units","0","v1001730528","4.24.4","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Very good","Percentage","242","units","0","v1001730541","4.24.5","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor fields","Physical condition unknown","Percentage","242","units","0","v1001730554","4.24.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Very poor","Percentage","242","units","0","v1234816911","4.34.1","0.0","A","","","1"
